FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,HST,AS,AST
3,2,Home,1,1,Draw,13,6,20,7
4,1,Home,2,0,Home,22,11,11,4
3,1,Home,1,0,Home,19,10,13,3
2,1,Home,1,0,Home,17,10,9,4
0,2,Away,0,1,Away,11,4,11,2
1,0,Home,1,0,Home,10,3,13,7
0,0,Draw,0,0,Draw,10,3,19,4
2,1,Home,0,0,Draw,8,3,12,5
2,2,Draw,1,0,Home,19,5,9,5
2,0,Home,2,0,Home,10,3,12,2
1,1,Draw,0,0,Draw,19,6,7,3
2,2,Draw,1,1,Draw,10,3,14,4
2,3,Away,0,2,Away,12,3,22,9
0,3,Away,0,1,Away,13,4,15,7
4,2,Home,0,1,Away,21,7,3,1
1,1,Draw,0,1,Away,8,4,10,4
0,2,Away,0,2,Away,14,5,10,4
1,1,Draw,0,1,Away,15,1,12,1
2,2,Draw,1,1,Draw,14,11,9,4
0,0,Draw,0,0,Draw,17,4,9,3
0,0,Draw,0,0,Draw,14,2,11,6
3,3,Draw,1,1,Draw,26,9,8,5
2,0,Home,1,0,Home,14,8,7,0
3,1,Home,2,0,Home,15,6,4,3
1,3,Away,0,1,Away,17,3,7,6
1,1,Draw,0,0,Draw,15,6,22,5
4,1,Home,1,0,Home,23,9,11,6
0,0,Draw,0,0,Draw,8,4,4,1
0,1,Away,0,0,Draw,14,5,17,7
2,0,Home,2,0,Home,11,4,11,0
2,2,Draw,1,1,Draw,15,5,7,2
4,2,Home,2,1,Home,19,7,13,6
0,0,Draw,0,0,Draw,4,0,15,3
2,0,Home,0,0,Draw,8,5,20,4
2,0,Home,0,0,Draw,17,4,14,2
2,2,Draw,1,2,Away,8,3,15,4
0,2,Away,0,1,Away,17,2,10,4
0,0,Draw,0,0,Draw,10,7,9,1
4,1,Home,2,1,Home,17,9,12,1
4,0,Home,2,0,Home,25,9,6,2
2,2,Draw,1,2,Away,16,8,5,5
3,3,Draw,1,2,Away,18,8,6,4
0,3,Away,0,0,Draw,12,4,11,4
2,2,Draw,0,0,Draw,25,9,10,5
1,0,Home,1,0,Home,9,4,9,3
1,0,Home,1,0,Home,3,3,13,3
1,0,Home,1,0,Home,17,3,11,4
1,0,Home,1,0,Home,20,9,14,1
0,0,Draw,0,0,Draw,10,3,13,3
0,2,Away,0,1,Away,8,3,21,8
0,0,Draw,0,0,Draw,8,3,16,8
1,2,Away,0,2,Away,24,8,11,4
2,1,Home,2,1,Home,11,6,17,5
1,0,Home,0,0,Draw,12,6,12,4
2,1,Home,1,1,Draw,18,8,8,3
1,0,Home,1,0,Home,8,3,10,3
1,2,Away,0,1,Away,14,6,7,4
3,2,Home,1,1,Draw,12,9,9,2
4,0,Home,3,0,Home,23,9,6,3
0,1,Away,0,1,Away,17,3,10,5
3,2,Home,1,1,Draw,19,8,12,7
2,1,Home,2,0,Home,20,8,13,3
2,2,Draw,1,1,Draw,21,10,8,5
1,1,Draw,1,1,Draw,18,7,7,3
1,1,Draw,1,1,Draw,18,10,8,2
1,0,Home,0,0,Draw,15,4,7,1
6,0,Home,4,0,Home,19,6,0,0
2,1,Home,1,0,Home,5,2,16,3
1,2,Away,0,1,Away,14,7,15,8
0,3,Away,0,1,Away,11,4,10,4
2,1,Home,2,0,Home,8,6,15,6
2,0,Home,1,0,Home,7,3,15,4
3,3,Draw,0,3,Away,13,6,17,6
1,1,Draw,1,1,Draw,17,6,9,4
3,1,Home,0,0,Draw,14,5,11,3
0,1,Away,0,0,Draw,11,4,10,4
2,0,Home,1,0,Home,15,4,10,3
0,1,Away,0,0,Draw,17,4,7,3
4,5,Away,1,2,Away,21,13,20,10
3,0,Home,0,0,Draw,15,6,10,3
1,0,Home,0,0,Draw,19,5,11,1
1,0,Home,0,0,Draw,24,7,4,1
0,0,Draw,0,0,Draw,11,5,20,5
3,0,Home,1,0,Home,24,12,16,4
1,0,Home,1,0,Home,13,7,20,5
2,1,Home,0,1,Away,25,14,10,4
1,0,Home,1,0,Home,5,1,11,2
1,0,Home,0,0,Draw,14,3,6,4
1,2,Away,1,1,Draw,21,3,9,7
0,4,Away,0,2,Away,13,4,15,6
0,1,Away,0,0,Draw,10,3,8,3
3,1,Home,2,1,Home,13,7,15,3
3,1,Home,1,1,Draw,18,6,10,4
0,2,Away,0,1,Away,7,1,12,5
3,0,Home,1,0,Home,11,4,16,3
0,4,Away,0,1,Away,6,2,19,9
2,0,Home,1,0,Home,19,9,11,4
3,4,Away,3,3,Draw,22,6,11,7
0,0,Draw,0,0,Draw,24,6,6,1
2,0,Home,1,0,Home,12,4,8,1
1,0,Home,0,0,Draw,22,6,1,0
2,0,Home,1,0,Home,13,5,10,2
4,0,Home,2,0,Home,17,9,11,5
1,2,Away,0,1,Away,12,2,10,6
1,3,Away,0,0,Draw,10,5,20,4
2,2,Draw,1,1,Draw,11,2,10,3
1,3,Away,1,0,Home,9,3,25,13
2,2,Draw,0,2,Away,8,4,13,5
3,2,Home,3,1,Home,9,6,17,2
2,0,Home,0,0,Draw,14,5,12,7
0,1,Away,0,0,Draw,9,1,17,6
1,4,Away,1,1,Draw,16,6,18,9
3,1,Home,0,1,Away,13,8,9,3
0,1,Away,0,1,Away,4,1,15,5
4,3,Home,2,1,Home,16,7,13,5
5,1,Home,1,1,Draw,25,10,5,1
4,1,Home,2,1,Home,14,9,22,10
4,0,Home,1,0,Home,24,13,15,4
2,0,Home,1,0,Home,11,3,17,6
1,0,Home,1,0,Home,23,12,10,2
1,0,Home,1,0,Home,19,6,6,1
1,0,Home,0,0,Draw,9,3,3,1
1,2,Away,1,0,Home,12,4,14,4
1,3,Away,1,1,Draw,16,6,15,7
3,2,Home,1,1,Draw,13,10,11,3
1,1,Draw,0,1,Away,24,8,4,2
0,4,Away,0,3,Away,13,3,13,6
5,2,Home,1,1,Draw,22,13,10,4
2,1,Home,1,0,Home,18,8,15,4
3,2,Home,1,0,Home,20,8,19,7
0,4,Away,0,0,Draw,6,3,26,9
0,0,Draw,0,0,Draw,10,4,10,1
1,0,Home,1,0,Home,5,3,18,5
1,1,Draw,1,0,Home,22,6,8,2
1,2,Away,0,0,Draw,15,3,6,5
3,3,Draw,1,1,Draw,19,7,12,7
1,1,Draw,1,1,Draw,22,5,7,3
1,1,Draw,1,0,Home,21,8,6,3
2,0,Home,1,0,Home,31,13,2,0
0,0,Draw,0,0,Draw,11,1,13,1
0,1,Away,0,1,Away,8,2,16,6
2,0,Home,1,0,Home,10,3,10,5
2,2,Draw,1,1,Draw,17,6,10,4
4,4,Draw,1,3,Away,16,7,8,5
0,1,Away,0,0,Draw,9,7,18,9
4,1,Home,2,0,Home,9,6,9,4
1,2,Away,1,1,Draw,21,4,16,8
1,2,Away,1,1,Draw,5,3,12,5
2,1,Home,1,1,Draw,18,6,14,7
1,1,Draw,0,1,Away,16,3,9,5
0,0,Draw,0,0,Draw,17,8,15,6
0,0,Draw,0,0,Draw,11,3,17,5
2,1,Home,1,0,Home,12,3,14,5
2,1,Home,1,1,Draw,14,3,10,4
2,2,Draw,1,0,Home,11,6,17,8
0,5,Away,0,3,Away,8,1,15,8
4,1,Home,2,0,Home,13,6,16,7
4,1,Home,0,1,Away,15,8,12,6
0,2,Away,0,0,Draw,10,3,15,6
0,0,Draw,0,0,Draw,7,3,10,2
5,0,Home,1,0,Home,21,8,10,2
1,0,Home,1,0,Home,15,5,13,1
0,1,Away,0,0,Draw,12,1,10,2
3,1,Home,2,1,Home,15,7,13,5
2,0,Home,1,0,Home,19,8,3,0
1,1,Draw,0,0,Draw,10,2,8,5
1,1,Draw,0,0,Draw,12,4,9,2
1,1,Draw,1,0,Home,9,5,17,7
1,0,Home,1,0,Home,11,6,15,5
0,1,Away,0,0,Draw,15,6,8,3
0,0,Draw,0,0,Draw,5,0,7,4
0,1,Away,0,0,Draw,2,0,9,3
1,2,Away,1,1,Draw,13,5,10,6
0,3,Away,0,1,Away,13,3,12,4
1,0,Home,1,0,Home,10,4,8,1
0,0,Draw,0,0,Draw,17,5,9,3
0,3,Away,0,1,Away,7,1,22,12
2,1,Home,1,0,Home,6,3,21,7
0,2,Away,0,2,Away,12,4,11,3
0,2,Away,0,1,Away,4,0,8,4
3,0,Home,2,0,Home,9,5,16,4
2,2,Draw,2,1,Home,11,6,16,5
2,1,Home,2,1,Home,7,4,13,2
4,2,Home,0,1,Away,21,10,6,3
8,0,Home,3,0,Home,25,14,7,2
1,0,Home,0,0,Draw,8,2,8,6
2,1,Home,1,1,Draw,21,6,7,3
4,5,Away,0,3,Away,15,7,13,9
1,0,Home,0,0,Draw,19,8,14,1
3,2,Home,3,1,Home,19,9,16,4
1,2,Away,0,0,Draw,10,2,11,5
0,2,Away,0,1,Away,11,6,8,3
2,3,Away,1,2,Away,7,2,13,9
2,2,Draw,0,1,Away,16,7,18,12
1,1,Draw,1,1,Draw,16,7,7,5
1,1,Draw,1,1,Draw,10,5,14,5
3,1,Home,1,1,Draw,13,6,8,1
0,6,Away,0,2,Away,13,3,17,9
1,1,Draw,0,0,Draw,24,5,14,4
1,1,Draw,0,0,Draw,13,3,12,2
2,1,Home,1,1,Draw,17,5,3,2
4,1,Home,2,1,Home,23,9,9,4
3,0,Home,0,0,Draw,31,13,3,0
2,1,Home,1,1,Draw,19,6,9,5
1,1,Draw,0,0,Draw,16,5,9,1
1,0,Home,0,0,Draw,9,4,11,3
2,0,Home,0,0,Draw,16,5,19,4
1,0,Home,1,0,Home,11,4,3,2
2,0,Home,1,0,Home,19,7,17,3
3,5,Away,3,2,Home,10,5,13,6
0,0,Draw,0,0,Draw,14,3,7,2
1,0,Home,0,0,Draw,12,6,10,2
0,1,Away,0,1,Away,14,5,16,4
0,0,Draw,0,0,Draw,4,2,12,2
1,3,Away,1,1,Draw,4,1,13,3
2,2,Draw,0,1,Away,23,7,6,3
3,1,Home,2,0,Home,14,5,18,7
4,2,Home,1,0,Home,9,6,12,5
0,3,Away,0,0,Draw,9,2,11,6
4,0,Home,2,0,Home,11,5,9,5
0,2,Away,0,1,Away,13,2,12,7
0,0,Draw,0,0,Draw,10,5,7,2
4,0,Home,2,0,Home,11,6,8,3
2,2,Draw,1,1,Draw,13,6,12,6
3,0,Home,1,0,Home,20,7,10,2
0,4,Away,0,2,Away,6,3,13,7
2,0,Home,1,0,Home,23,8,7,1
3,0,Home,1,0,Home,25,8,16,5
0,1,Away,0,0,Draw,13,4,9,3
1,1,Draw,0,1,Away,14,2,11,6
2,0,Home,0,0,Draw,15,8,17,6
2,3,Away,1,1,Draw,15,5,13,6
0,0,Draw,0,0,Draw,15,7,8,2
0,1,Away,0,1,Away,13,5,16,7
3,1,Home,0,0,Draw,9,5,11,5
0,2,Away,0,1,Away,16,8,4,4
1,1,Draw,1,0,Home,22,1,8,3
0,1,Away,0,1,Away,15,2,7,2
2,2,Draw,1,0,Home,13,7,15,6
1,0,Home,1,0,Home,11,4,19,6
1,4,Away,1,3,Away,22,6,12,7
4,0,Home,2,0,Home,25,9,4,1
0,0,Draw,0,0,Draw,15,5,15,3
3,1,Home,1,1,Draw,23,9,13,5
0,0,Draw,0,0,Draw,21,3,18,3
2,0,Home,0,0,Draw,13,5,8,2
1,1,Draw,0,0,Draw,11,5,9,3
3,0,Home,1,0,Home,19,10,4,1
0,2,Away,0,1,Away,5,0,15,8
2,3,Away,0,1,Away,8,2,9,5
3,1,Home,2,0,Home,12,7,17,3
2,1,Home,0,0,Draw,14,4,16,5
0,0,Draw,0,0,Draw,21,6,10,3
3,2,Home,1,0,Home,18,6,24,8
3,2,Home,1,0,Home,15,3,12,3
0,0,Draw,0,0,Draw,17,5,11,4
2,1,Home,1,1,Draw,12,4,16,7
3,0,Home,0,0,Draw,21,8,2,0
2,3,Away,0,2,Away,25,10,12,5
0,0,Draw,0,0,Draw,10,4,7,2
0,2,Away,0,1,Away,8,1,20,5
4,0,Home,2,0,Home,25,10,5,1
1,0,Home,0,0,Draw,11,5,8,2
1,1,Draw,0,0,Draw,26,9,7,2
2,0,Home,2,0,Home,11,3,18,2
1,0,Home,0,0,Draw,16,7,8,3
2,0,Home,2,0,Home,12,4,11,0
1,1,Draw,0,0,Draw,14,4,9,5
3,2,Home,2,1,Home,15,8,14,3
1,2,Away,1,1,Draw,12,5,13,4
2,2,Draw,2,0,Home,11,3,14,7
1,0,Home,0,0,Draw,19,5,9,0
2,2,Draw,2,1,Home,20,8,13,6
0,0,Draw,0,0,Draw,16,3,6,1
1,2,Away,1,0,Home,15,5,14,6
1,1,Draw,1,1,Draw,15,4,11,3
2,0,Home,0,0,Draw,20,8,9,5
3,2,Home,1,1,Draw,20,6,15,7
1,0,Home,0,0,Draw,16,8,14,5
2,2,Draw,2,0,Home,20,4,15,9
1,2,Away,1,1,Draw,10,3,18,7
1,2,Away,0,1,Away,9,5,13,5
1,1,Draw,0,1,Away,16,8,15,7
0,1,Away,0,0,Draw,16,4,12,4
2,0,Home,1,0,Home,15,4,2,0
3,1,Home,3,0,Home,13,4,8,5
1,1,Draw,1,0,Home,12,3,9,3
3,0,Home,0,0,Draw,10,7,19,2
2,0,Home,0,0,Draw,18,7,7,2
2,0,Home,1,0,Home,13,6,5,1
1,3,Away,0,2,Away,16,4,10,5
1,2,Away,1,1,Draw,8,2,8,3
2,1,Home,1,1,Draw,9,3,17,6
0,0,Draw,0,0,Draw,9,2,1,0
2,0,Home,1,0,Home,13,4,16,5
2,0,Home,0,0,Draw,18,6,12,4
1,0,Home,0,0,Draw,18,2,22,4
2,1,Home,2,1,Home,22,11,7,1
0,2,Away,0,0,Draw,19,3,14,4
2,1,Home,1,1,Draw,12,8,17,3
2,0,Home,1,0,Home,20,7,7,5
3,2,Home,3,1,Home,22,8,7,4
2,1,Home,2,1,Home,8,3,19,7
2,2,Draw,1,2,Away,12,3,15,5
2,0,Home,0,0,Draw,11,4,11,4
2,1,Home,1,0,Home,11,6,9,5
2,1,Home,1,0,Home,16,5,4,1
1,3,Away,1,0,Home,10,3,15,4
1,2,Away,1,1,Draw,15,5,18,3
5,0,Home,1,0,Home,23,9,5,1
0,1,Away,0,0,Draw,20,3,11,4
2,2,Draw,1,0,Home,11,4,14,5
4,0,Home,3,0,Home,17,7,5,1
2,1,Home,1,1,Draw,25,9,6,2
0,1,Away,0,0,Draw,9,3,14,5
0,3,Away,0,1,Away,15,2,16,5
1,3,Away,0,0,Draw,28,8,9,5
2,1,Home,2,1,Home,5,3,13,6
1,1,Draw,1,1,Draw,10,2,9,3
1,1,Draw,0,1,Away,11,3,14,4
1,1,Draw,1,0,Home,9,6,15,7
3,2,Home,1,2,Away,14,5,12,4
0,1,Away,0,1,Away,6,3,11,4
1,2,Away,1,1,Draw,2,1,5,2
1,1,Draw,0,1,Away,21,5,9,3
0,4,Away,0,0,Draw,3,2,18,8
1,2,Away,0,1,Away,15,6,13,4
3,0,Home,1,0,Home,9,5,12,1
0,1,Away,0,0,Draw,10,2,16,3
3,0,Home,1,0,Home,14,6,10,4
0,0,Draw,0,0,Draw,5,1,15,2
2,1,Home,0,0,Draw,6,3,17,7
3,0,Home,2,0,Home,18,6,11,4
1,4,Away,1,2,Away,15,4,6,4
3,1,Home,1,0,Home,15,6,4,4
2,1,Home,1,1,Draw,22,6,9,5
0,3,Away,0,2,Away,13,2,10,4
2,1,Home,0,1,Away,27,10,4,1
6,2,Home,4,1,Home,18,11,13,7
2,4,Away,1,2,Away,5,3,17,6
2,1,Home,2,1,Home,9,4,11,3
0,0,Draw,0,0,Draw,5,1,17,3
0,1,Away,0,1,Away,16,4,5,3
1,3,Away,0,1,Away,10,5,16,6
2,1,Home,1,1,Draw,24,7,15,4
3,1,Home,1,1,Draw,12,4,13,4
0,3,Away,0,1,Away,5,2,18,6
1,0,Home,0,0,Draw,11,5,9,2
0,0,Draw,0,0,Draw,11,2,7,4
0,1,Away,0,0,Draw,13,4,13,4
2,0,Home,0,0,Draw,14,4,9,4
2,0,Home,2,0,Home,17,8,16,2
3,0,Home,1,0,Home,22,10,8,3
0,1,Away,0,0,Draw,26,9,10,6
5,1,Home,0,1,Away,17,12,7,2
2,1,Home,1,1,Draw,9,3,12,4
2,0,Home,1,0,Home,17,8,13,7
0,1,Away,0,0,Draw,12,1,8,3
1,3,Away,1,2,Away,8,3,19,12
1,1,Draw,1,0,Home,10,5,14,4
1,0,Home,0,0,Draw,20,6,3,2
4,2,Home,4,0,Home,21,12,13,4
2,0,Home,0,0,Draw,13,7,18,6
1,1,Draw,1,1,Draw,15,4,16,5
1,3,Away,1,1,Draw,26,9,11,5
0,1,Away,0,0,Draw,13,4,10,5
0,3,Away,0,0,Draw,6,1,17,9
1,3,Away,1,2,Away,22,6,9,5
0,3,Away,0,1,Away,9,0,17,7
1,1,Draw,1,0,Home,22,9,8,3
2,2,Draw,0,1,Away,16,4,4,3
1,1,Draw,1,0,Home,11,2,14,6
2,3,Away,1,2,Away,14,4,14,7
1,0,Home,0,0,Draw,12,5,19,6
3,0,Home,1,0,Home,13,6,8,2
2,2,Draw,1,0,Home,11,4,18,7
2,0,Home,0,0,Draw,14,4,12,2
2,0,Home,0,0,Draw,10,3,10,3
5,1,Home,2,1,Home,14,9,10,4
1,1,Draw,1,1,Draw,22,8,3,0
0,3,Away,0,1,Away,17,7,12,4
0,2,Away,0,1,Away,11,5,16,6
0,2,Away,0,2,Away,20,3,12,5
1,5,Away,1,1,Draw,7,2,16,6
0,0,Draw,0,0,Draw,8,3,10,3
2,1,Home,1,0,Home,19,9,9,5
0,1,Away,0,1,Away,8,2,13,4
4,2,Home,2,1,Home,16,9,7,3
0,1,Away,0,1,Away,16,5,8,4
1,0,Home,0,0,Draw,12,4,11,6
0,1,Away,0,0,Draw,12,3,20,5
4,0,Home,2,0,Home,26,14,4,2
0,1,Away,0,0,Draw,9,3,19,6
1,2,Away,0,0,Draw,10,4,5,4
0,1,Away,0,1,Away,18,3,5,1
4,3,Home,0,0,Draw,19,6,12,6
1,3,Away,0,3,Away,16,5,14,8
5,1,Home,3,0,Home,19,9,4,3
3,1,Home,1,1,Draw,16,10,13,5
0,0,Draw,0,0,Draw,8,2,10,2
3,3,Draw,1,2,Away,25,10,10,6
0,0,Draw,0,0,Draw,13,4,10,4
1,4,Away,0,2,Away,14,6,11,7
1,1,Draw,0,1,Away,18,3,7,2
1,3,Away,1,2,Away,8,2,11,6
2,1,Home,1,1,Draw,13,5,15,6
1,2,Away,1,0,Home,17,4,5,2
2,0,Home,0,0,Draw,18,3,17,5
1,3,Away,0,1,Away,7,2,12,4
4,0,Home,4,0,Home,33,14,5,2
1,1,Draw,0,1,Away,15,3,8,3
0,0,Draw,0,0,Draw,8,2,17,9
1,2,Away,1,1,Draw,12,4,17,8
2,0,Home,1,0,Home,12,5,8,0
0,0,Draw,0,0,Draw,11,5,14,2
1,2,Away,0,0,Draw,18,6,15,4
3,2,Home,2,1,Home,14,7,9,3
3,1,Home,2,0,Home,7,2,21,7
1,3,Away,1,2,Away,9,1,17,11
0,0,Draw,0,0,Draw,14,3,7,1
2,1,Home,1,0,Home,21,9,14,8
1,3,Away,1,1,Draw,5,1,24,8
0,4,Away,0,3,Away,18,5,13,6
6,0,Home,2,0,Home,21,12,9,2
1,0,Home,1,0,Home,1,0,7,0
3,1,Home,0,1,Away,16,6,8,2
0,0,Draw,0,0,Draw,9,1,12,2
2,0,Home,2,0,Home,24,9,4,1
4,0,Home,3,0,Home,8,4,11,5
3,3,Draw,2,1,Home,18,6,16,8
2,1,Home,2,0,Home,14,8,15,5
1,3,Away,0,2,Away,14,3,13,6
0,0,Draw,0,0,Draw,13,4,17,3
4,1,Home,2,1,Home,14,9,8,3
1,1,Draw,0,0,Draw,18,6,8,3
3,1,Home,0,0,Draw,26,8,7,1
0,1,Away,0,0,Draw,22,8,22,8
1,3,Away,0,1,Away,20,7,11,6
2,1,Home,1,1,Draw,10,4,8,2
1,1,Draw,0,0,Draw,9,2,7,2
3,1,Home,0,0,Draw,13,6,22,6
1,2,Away,0,1,Away,22,8,14,6
0,1,Away,0,1,Away,15,3,19,4
1,1,Draw,1,0,Home,12,4,7,2
0,0,Draw,0,0,Draw,6,4,11,2
2,0,Home,0,0,Draw,14,8,9,4
0,4,Away,0,2,Away,10,3,9,5
1,0,Home,1,0,Home,14,5,19,2
5,0,Home,1,0,Home,14,6,6,2
1,1,Draw,1,0,Home,10,6,12,3
1,1,Draw,0,1,Away,19,9,5,4
2,1,Home,1,0,Home,22,6,15,5
4,1,Home,1,1,Draw,24,11,3,2
1,0,Home,1,0,Home,16,3,18,1
2,1,Home,1,1,Draw,16,6,11,4
2,1,Home,0,1,Away,14,6,14,3
0,1,Away,0,0,Draw,14,2,17,7
0,1,Away,0,1,Away,6,1,20,11
0,1,Away,0,0,Draw,11,3,9,2
3,1,Home,2,1,Home,9,6,17,7
2,0,Home,1,0,Home,7,5,5,0
3,2,Home,1,1,Draw,13,5,15,6
1,2,Away,0,1,Away,7,1,20,5
1,3,Away,1,1,Draw,15,4,16,8
1,2,Away,1,1,Draw,13,5,13,5
0,0,Draw,0,0,Draw,12,2,11,5
1,1,Draw,1,0,Home,5,3,17,8
1,0,Home,1,0,Home,9,4,7,4
1,3,Away,0,1,Away,10,3,12,4
3,2,Home,0,1,Away,12,6,18,11
1,3,Away,1,1,Draw,20,4,17,6
1,0,Home,1,0,Home,13,2,12,7
0,0,Draw,0,0,Draw,7,2,13,6
0,2,Away,0,1,Away,6,2,11,7
2,0,Home,0,0,Draw,11,6,5,3
3,0,Home,1,0,Home,14,6,7,2
2,1,Home,0,0,Draw,24,11,13,5
3,3,Draw,0,2,Away,16,6,12,4
2,0,Home,1,0,Home,29,9,5,2
1,1,Draw,0,0,Draw,17,4,11,4
5,1,Home,2,0,Home,17,9,15,4
2,4,Away,0,2,Away,17,7,16,9
0,1,Away,0,1,Away,9,2,14,2
0,0,Draw,0,0,Draw,10,4,9,2
2,1,Home,0,1,Away,24,4,7,2
0,0,Draw,0,0,Draw,6,2,9,1
3,0,Home,2,0,Home,15,3,14,2
1,1,Draw,0,1,Away,5,4,20,6
0,2,Away,0,1,Away,12,1,11,5
2,1,Home,1,0,Home,11,4,14,3
1,2,Away,1,0,Home,12,6,14,3
1,0,Home,0,0,Draw,14,7,4,1
3,1,Home,1,1,Draw,11,7,14,4
2,0,Home,0,0,Draw,15,6,7,3
1,1,Draw,1,1,Draw,17,10,11,4
2,0,Home,2,0,Home,8,5,11,2
1,3,Away,0,1,Away,7,2,24,10
3,2,Home,2,1,Home,17,9,10,4
0,0,Draw,0,0,Draw,8,2,10,1
3,1,Home,0,1,Away,36,13,6,5
1,1,Draw,0,0,Draw,9,5,13,6
3,2,Home,1,1,Draw,13,4,13,6
2,0,Home,1,0,Home,9,4,12,2
1,0,Home,1,0,Home,16,5,12,6
0,1,Away,0,1,Away,16,6,11,6
0,1,Away,0,0,Draw,9,2,7,2
1,1,Draw,1,0,Home,15,5,19,8
0,1,Away,0,1,Away,15,3,10,3
1,1,Draw,1,0,Home,7,2,12,3
1,2,Away,1,1,Draw,22,10,12,8
2,2,Draw,1,1,Draw,16,7,8,3
0,2,Away,0,0,Draw,12,8,14,4
2,2,Draw,0,1,Away,24,4,10,7
3,1,Home,0,1,Away,26,9,9,4
0,0,Draw,0,0,Draw,11,5,7,2
3,1,Home,2,0,Home,14,7,12,4
0,4,Away,0,1,Away,6,2,23,11
1,1,Draw,1,0,Home,14,3,8,3
1,2,Away,0,1,Away,16,6,5,3
0,2,Away,0,1,Away,5,1,13,7
2,0,Home,0,0,Draw,11,6,11,3
2,1,Home,1,1,Draw,14,7,14,3
1,4,Away,0,1,Away,16,6,11,4
4,0,Home,1,0,Home,14,6,9,3
3,2,Home,1,1,Draw,26,9,8,4
3,3,Draw,2,0,Home,10,5,20,5
0,0,Draw,0,0,Draw,11,3,17,4
1,1,Draw,0,1,Away,21,3,12,6
1,3,Away,1,2,Away,17,9,18,4
5,1,Home,2,0,Home,21,11,13,4
4,1,Home,2,1,Home,14,5,15,5
2,1,Home,2,1,Home,11,3,14,5
2,0,Home,0,0,Draw,14,5,3,1
0,0,Draw,0,0,Draw,11,4,15,3
2,0,Home,1,0,Home,16,5,15,4
5,0,Home,2,0,Home,20,13,2,1
2,2,Draw,2,0,Home,11,6,16,5
0,2,Away,0,1,Away,17,2,12,5
1,0,Home,1,0,Home,11,2,15,9
3,3,Draw,1,1,Draw,22,8,16,6
3,0,Home,1,0,Home,16,8,4,0
2,0,Home,1,0,Home,22,10,4,0
1,0,Home,1,0,Home,14,4,10,5
2,1,Home,0,0,Draw,6,3,22,8
1,0,Home,1,0,Home,11,5,8,3
0,1,Away,0,1,Away,6,2,6,3
1,3,Away,1,2,Away,24,11,14,9
2,1,Home,0,0,Draw,7,2,9,2
1,1,Draw,1,1,Draw,11,3,10,2
1,1,Draw,0,0,Draw,20,5,11,1
1,3,Away,1,1,Draw,7,4,13,5
0,2,Away,0,1,Away,14,5,15,9
3,0,Home,1,0,Home,12,5,10,5
1,0,Home,1,0,Home,21,10,4,0
2,2,Draw,1,2,Away,15,6,9,3
3,2,Home,0,0,Draw,23,8,9,3
0,3,Away,0,0,Draw,16,8,9,4
3,0,Home,2,0,Home,12,4,9,2
4,2,Home,2,2,Draw,19,7,14,5
1,1,Draw,0,0,Draw,15,5,9,1
5,0,Home,1,0,Home,17,8,7,2
2,2,Draw,1,1,Draw,13,8,11,3
0,2,Away,0,0,Draw,12,3,8,6
1,2,Away,0,1,Away,9,3,9,4
1,0,Home,0,0,Draw,15,4,7,3
1,3,Away,0,1,Away,9,2,13,6
1,2,Away,1,0,Home,17,4,4,3
1,1,Draw,0,0,Draw,16,3,17,9
0,2,Away,0,2,Away,18,9,12,6
2,2,Draw,0,0,Draw,10,2,16,5
2,0,Home,0,0,Draw,12,8,8,2
1,0,Home,1,0,Home,13,6,10,4
3,0,Home,0,0,Draw,14,7,7,4
2,0,Home,0,0,Draw,6,3,8,3
2,1,Home,1,1,Draw,17,7,10,2
3,0,Home,0,0,Draw,12,6,9,6
3,2,Home,1,1,Draw,21,9,8,3
3,0,Home,2,0,Home,14,5,5,1
2,3,Away,1,0,Home,18,7,12,4
2,1,Home,2,0,Home,12,7,21,10
4,1,Home,2,1,Home,15,9,15,2
0,2,Away,0,0,Draw,9,0,6,6
2,2,Draw,2,0,Home,8,3,14,4
2,3,Away,2,0,Home,20,8,16,6
0,3,Away,0,2,Away,8,1,16,9
0,2,Away,0,1,Away,19,7,8,4
2,1,Home,1,1,Draw,8,4,7,4
3,1,Home,2,0,Home,24,11,14,8
0,0,Draw,0,0,Draw,13,1,8,1
1,1,Draw,1,0,Home,9,4,8,2
1,2,Away,1,0,Home,11,6,12,4
5,1,Home,2,0,Home,20,10,6,4
1,3,Away,1,2,Away,21,2,10,7
2,1,Home,1,1,Draw,10,6,16,8
2,1,Home,2,1,Home,18,8,9,3
0,0,Draw,0,0,Draw,12,4,7,4
6,2,Home,3,1,Home,16,9,13,4
1,0,Home,1,0,Home,6,4,13,2
0,0,Draw,0,0,Draw,9,4,13,1
0,1,Away,0,0,Draw,5,0,11,6
1,0,Home,1,0,Home,15,4,15,4
1,2,Away,1,1,Draw,17,4,7,3
1,2,Away,1,2,Away,16,4,12,6
2,1,Home,1,1,Draw,14,6,17,8
1,1,Draw,0,0,Draw,20,5,5,2
1,3,Away,1,1,Draw,8,3,19,11
1,3,Away,1,1,Draw,12,7,13,6
3,1,Home,2,0,Home,20,11,20,5
0,2,Away,0,1,Away,9,0,21,3
2,2,Draw,1,2,Away,13,5,6,5
1,4,Away,1,2,Away,14,4,12,8
3,2,Home,2,1,Home,10,6,21,5
0,0,Draw,0,0,Draw,7,3,11,5
1,0,Home,0,0,Draw,14,3,4,2
3,1,Home,2,0,Home,17,7,13,6
